Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total,Team,Season,GameNum,GameNumBand,HorA
"Dec 3, 2019",vs Detroit,REG,L,127-94,L,3.5,O,216.5,CLE,2020,20,<=25,Home
"Dec 6, 2019",vs Orlando,REG,L,93-87,L,5.0,U,210.0,CLE,2020,21,<=25,Home
"Dec 11, 2019",vs Houston,REG,L,116-110,W,11.5,U,230.5,CLE,2020,24,<=25,Home
"Dec 18, 2019",vs Charlotte,REG,W,100-98,L,-3.0,U,212.0,CLE,2020,28,<=40,Home
"Dec 20, 2019",vs Memphis,REG,W,114-107,W,2.5,U,222.5,CLE,2020,29,<=40,Home
"Dec 23, 2019",vs Atlanta,REG,W,121-118,W,2.0,O,229.5,CLE,2020,30,<=40,Home
"Jan 2, 2020",vs Charlotte,REG,L,109-106,L,-2.0,O,212.0,CLE,2020,34,<=40,Home
"Jan 4, 2020",vs Oklahoma City,REG,L,121-106,L,6.5,O,213.5,CLE,2020,35,<=40,Home
"Jan 5, 2020",vs Minnesota,REG,L,118-103,L,6.0,O,217.5,CLE,2020,36,<=40,Home
"Jan 7, 2020",vs Detroit,REG,L,115-113,W,3.5,O,219.5,CLE,2020,37,<=40,Home
"Jan 20, 2020",vs New York,REG,L,106-86,L,1.5,U,222.0,CLE,2020,44,>40,Home
"Jan 23, 2020",vs Washington,REG,L,124-112,L,-2.5,O,230.5,CLE,2020,45,>40,Home
"Jan 25, 2020",vs Chicago,REG,L,118-106,L,-1.0,O,210.5,CLE,2020,46,>40,Home
"Jan 28, 2020",vs New Orleans,REG,L,125-111,L,9.0,O,232.0,CLE,2020,48,>40,Home
"Jan 30, 2020",vs Toronto,REG,L,115-109,W,10.0,O,223.0,CLE,2020,49,>40,Home
"Feb 1, 2020",vs Golden State,REG,L,131-112,L,-2.0,O,224.5,CLE,2020,50,>40,Home
"Feb 3, 2020",vs New York,REG,L,139-134,L,2.5,O,216.5,CLE,2020,51,>40,Home
"Feb 9, 2020",vs LA Clippers,REG,L,133-92,L,6.0,U,231.5,CLE,2020,53,>40,Home
"Feb 12, 2020",vs Atlanta,REG,W,127-105,W,3.0,U,234.5,CLE,2020,54,>40,Home
"Feb 24, 2020",vs Miami,REG,W,125-119,W,6.5,O,221.5,CLE,2020,57,>40,Home
"Feb 26, 2020",vs Philadelphia,REG,W,108-94,W,7.5,U,216.5,CLE,2020,58,>40,Home
"Feb 29, 2020",vs Indiana,REG,L,113-104,P,9.0,O,215.0,CLE,2020,60,>40,Home
"Mar 2, 2020",vs Utah,REG,L,126-113,L,10.5,O,222.0,CLE,2020,61,>40,Home
"Mar 4, 2020",vs Boston,REG,L,112-106,L,4.0,O,215.5,CLE,2020,62,>40,Home
"Mar 7, 2020",vs Denver,REG,W,104-102,W,9.5,U,218.5,CLE,2020,63,>40,Home
"Mar 8, 2020",vs San Antonio,REG,W,132-129,W,4.5,O,226.5,CLE,2020,64,>40,Home
"Oct 23, 2019",vs Washington,REG,W,108-100,L,-9.0,U,220.0,DAL,2020,1,<=10,Home
"Oct 27, 2019",vs Portland,REG,L,121-119,L,-2.5,O,219.0,DAL,2020,3,<=10,Home
"Nov 1, 2019",vs LA Lakers,REG,L,119-110,L,1.0,O,218.0,DAL,2020,5,<=10,Home
"Nov 6, 2019",vs Orlando,REG,W,107-106,L,-7.0,O,207.5,DAL,2020,7,<=10,Home
"Nov 8, 2019",vs New York,REG,L,106-102,L,-11.0,U,215.5,DAL,2020,8,<=10,Home
"Nov 16, 2019",vs Toronto,REG,W,110-102,W,-4.5,U,218.0,DAL,2020,12,<=25,Home
"Nov 18, 2019",vs San Antonio,REG,W,117-110,W,-4.5,O,224.0,DAL,2020,13,<=25,Home
"Nov 20, 2019",vs Golden State,REG,W,142-94,W,-14.5,O,216.0,DAL,2020,14,<=25,Home
"Nov 22, 2019",vs Cleveland,REG,W,143-101,W,-10.0,O,221.5,DAL,2020,15,<=25,Home
"Nov 26, 2019",vs LA Clippers,REG,L,114-99,L,1.5,U,225.5,DAL,2020,17,<=25,Home
"Dec 4, 2019",vs Minnesota,REG,W,121-114,W,-5.5,O,228.5,DAL,2020,21,<=25,Home
"Dec 7, 2019",vs New Orleans,REG,W,130-84,W,-9.0,U,232.0,DAL,2020,22,<=25,Home
"Dec 8, 2019",vs Sacramento,REG,L,110-106,L,-8.5,U,216.5,DAL,2020,23,<=25,Home
"Dec 14, 2019",vs Miami,REG,L,122-118,L,-8.5,O,216.0,DAL,2020,25,<=25,Home
"Dec 18, 2019",vs Boston,REG,L,109-103,L,1.5,U,216.0,DAL,2020,27,<=40,Home
"Dec 26, 2019",vs San Antonio,REG,W,102-98,L,-8.0,U,226.5,DAL,2020,30,<=40,Home
"Jan 2, 2020",vs Brooklyn,REG,W,123-111,W,-8.0,O,223.0,DAL,2020,34,<=40,Home
"Jan 4, 2020",vs Charlotte,REG,L,123-120,L,-11.5,O,217.5,DAL,2020,35,<=40,Home
"Jan 6, 2020",vs Chicago,REG,W,118-110,P,-8.0,O,217.5,DAL,2020,36,<=40,Home
"Jan 8, 2020",vs Denver,REG,L,107-106,L,-4.0,U,221.5,DAL,2020,37,<=40,Home
"Jan 10, 2020",vs LA Lakers,REG,L,129-114,L,-2.5,O,223.0,DAL,2020,38,<=40,Home
"Jan 11, 2020",vs Philadelphia,REG,W,109-91,W,-2.5,U,222.5,DAL,2020,39,<=40,Home
"Jan 17, 2020",vs Portland,REG,W,120-112,W,-7.5,O,228.0,DAL,2020,42,>40,Home
"Jan 21, 2020",vs LA Clippers,REG,L,110-107,L,-2.5,U,231.5,DAL,2020,43,>40,Home
"Jan 28, 2020",vs Phoenix,REG,L,133-104,L,-7.0,O,228.0,DAL,2020,47,>40,Home
"Feb 1, 2020",vs Atlanta,REG,W,123-100,W,-4.5,U,236.0,DAL,2020,49,>40,Home
"Feb 5, 2020",vs Memphis,REG,L,121-107,L,-4.0,O,225.0,DAL,2020,51,>40,Home
"Feb 10, 2020",vs Utah,REG,L,123-119,L,-1.0,O,216.5,DAL,2020,54,>40,Home
"Feb 12, 2020",vs Sacramento,REG,W,130-111,W,-8.5,O,226.0,DAL,2020,55,>40,Home
"Feb 24, 2020",vs Minnesota,REG,W,139-123,W,-13.5,O,239.0,DAL,2020,58,>40,Home
"Mar 4, 2020",vs New Orleans,REG,W,127-123,L,-6.0,O,240.0,DAL,2020,63,>40,Home
"Mar 6, 2020",vs Memphis,REG,W,121-96,W,-7.5,U,224.5,DAL,2020,64,>40,Home
"Mar 8, 2020",vs Indiana,REG,L,112-109,L,-6.5,O,219.0,DAL,2020,65,>40,Home
"Mar 11, 2020",vs Denver,REG,W,113-97,W,2.5,U,220.5,DAL,2020,67,>40,Home
"Jul 31, 2020",vs Houston,REG,L,153-149,L,1.5,O,232.5,DAL,2020,68,>40,Home
"Aug 6, 2020",vs LA Clippers,REG,L,126-111,L,4.0,O,231.0,DAL,2020,71,>40,Home
"Aug 8, 2020",vs Milwaukee,REG,W,136-132,W,6.0,O,238.0,DAL,2020,72,>40,Home
"Aug 11, 2020",vs Portland,REG,L,134-131,L,2.5,O,240.0,DAL,2020,74,>40,Home
"Aug 21, 2020",vs LA Clippers,PST,L,130-122,L,5.0,O,231.5,DAL,2020,78,>40,Home
"Aug 23, 2020",vs LA Clippers,PST,W,135-133,W,7.0,O,232.0,DAL,2020,79,>40,Home
"Aug 30, 2020",vs LA Clippers,PST,L,111-97,L,9.5,U,237.0,DAL,2020,81,>40,Home
"Oct 25, 2019",vs Phoenix,REG,W,108-107,L,-12.0,U,219.5,DEN,2020,2,<=10,Home
"Oct 29, 2019",vs Dallas,REG,L,109-106,L,-5.0,O,212.5,DEN,2020,4,<=10,Home
"Nov 5, 2019",vs Miami,REG,W,109-89,W,-5.0,U,210.5,DEN,2020,7,<=10,Home
"Nov 8, 2019",vs Philadelphia,REG,W,100-97,L,-5.0,U,211.5,DEN,2020,8,<=10,Home
"Nov 12, 2019",vs Atlanta,REG,L,125-121,L,-10.5,O,209.5,DEN,2020,10,<=10,Home
"Nov 14, 2019",vs Brooklyn,REG,W,101-93,W,-7.5,U,222.5,DEN,2020,11,<=25,Home
"Nov 20, 2019",vs Houston,REG,W,105-95,W,-1.0,U,221.5,DEN,2020,13,<=25,Home
"Nov 22, 2019",vs Boston,REG,W,96-92,L,-5.0,U,206.5,DEN,2020,14,<=25,Home
"Nov 24, 2019",vs Phoenix,REG,W,116-104,W,-11.0,O,214.0,DEN,2020,15,<=25,Home
"Nov 26, 2019",vs Washington,REG,W,117-104,W,-10.5,U,227.0,DEN,2020,16,<=25,Home
"Dec 3, 2019",vs LA Lakers,REG,L,105-96,L,-2.5,U,208.0,DEN,2020,18,<=25,Home
"Dec 12, 2019",vs Portland,REG,W,114-99,W,-7.5,U,216.5,DEN,2020,23,<=25,Home
"Dec 14, 2019",vs Oklahoma City,REG,W,110-102,W,-5.5,O,204.0,DEN,2020,24,<=25,Home
"Dec 15, 2019",vs New York,REG,W,111-105,L,-10.0,O,208.5,DEN,2020,25,<=25,Home
"Dec 18, 2019",vs Orlando,REG,W,113-104,P,-9.0,O,204.5,DEN,2020,26,<=40,Home
"Dec 20, 2019",vs Minnesota,REG,W,109-100,L,-10.5,U,215.5,DEN,2020,27,<=40,Home
"Dec 25, 2019",vs New Orleans,REG,L,112-100,L,-9.0,U,216.0,DEN,2020,30,<=40,Home
"Dec 28, 2019",vs Memphis,REG,W,119-110,P,-9.0,O,219.0,DEN,2020,31,<=40,Home
"Dec 29, 2019",vs Sacramento,REG,W,120-115,L,-7.5,O,208.5,DEN,2020,32,<=40,Home
"Jan 11, 2020",vs Cleveland,REG,L,111-103,L,-12.5,U,216.5,DEN,2020,38,<=40,Home
"Jan 12, 2020",vs LA Clippers,REG,W,114-104,W,1.0,U,221.0,DEN,2020,39,<=40,Home
"Jan 15, 2020",vs Charlotte,REG,W,100-86,W,-11.5,U,210.0,DEN,2020,40,<=40,Home
"Jan 19, 2020",vs Indiana,REG,L,115-107,L,1.0,O,213.5,DEN,2020,42,>40,Home
"Jan 26, 2020",vs Houston,REG,W,117-110,W,-2.5,O,226.0,DEN,2020,46,>40,Home
"Jan 30, 2020",vs Utah,REG,W,106-100,W,3.0,U,215.5,DEN,2020,48,>40,Home
"Feb 4, 2020",vs Portland,REG,W,127-99,W,-4.5,O,225.5,DEN,2020,51,>40,Home
"Feb 10, 2020",vs San Antonio,REG,W,127-120,W,-6.5,O,216.0,DEN,2020,54,>40,Home
"Feb 12, 2020",vs LA Lakers,REG,L,120-116,L,3.0,O,220.5,DEN,2020,55,>40,Home
"Feb 23, 2020",vs Minnesota,REG,W,128-116,L,-14.5,O,221.0,DEN,2020,57,>40,Home
"Feb 25, 2020",vs Detroit,REG,W,115-98,W,-13.5,P,213.0,DEN,2020,58,>40,Home
"Mar 1, 2020",vs Toronto,REG,W,133-118,W,-2.5,O,220.0,DEN,2020,60,>40,Home
"Mar 3, 2020",vs Golden State,REG,L,116-100,L,-16.0,U,218.5,DEN,2020,61,>40,Home
"Mar 9, 2020",vs Milwaukee,REG,W,109-95,W,-7.0,U,221.0,DEN,2020,64,>40,Home
"Aug 1, 2020",vs Miami,REG,L,125-105,L,4.0,O,215.5,DEN,2020,66,>40,Home
"Aug 6, 2020",vs Portland,REG,L,125-115,L,4.5,O,228.5,DEN,2020,69,>40,Home
"Aug 8, 2020",vs Utah,REG,W,134-132,W,1.0,O,222.5,DEN,2020,70,>40,Home
"Aug 12, 2020",vs LA Clippers,REG,L,124-111,L,5.5,O,230.0,DEN,2020,72,>40,Home
"Aug 17, 2020",vs Utah,PST,W,135-125,W,-4.5,O,214.5,DEN,2020,74,>40,Home
"Aug 19, 2020",vs Utah,PST,L,124-105,L,-3.5,O,217.0,DEN,2020,75,>40,Home
"Aug 25, 2020",vs Utah,PST,W,117-107,W,2.5,O,220.0,DEN,2020,78,>40,Home
"Sep 1, 2020",vs Utah,PST,W,80-78,W,-1.5,U,217.5,DEN,2020,80,>40,Home
"Sep 7, 2020",vs LA Clippers,PST,L,113-107,W,8.5,U,220.5,DEN,2020,83,>40,Home
"Sep 9, 2020",vs LA Clippers,PST,L,96-85,L,7.5,U,221.5,DEN,2020,84,>40,Home
"Sep 13, 2020",vs LA Clippers,PST,W,111-98,W,8.5,U,214.0,DEN,2020,86,>40,Home
"Sep 22, 2020",vs LA Lakers,PST,W,114-106,W,6.5,O,214.5,DEN,2020,90,>40,Home
"Sep 24, 2020",vs LA Lakers,PST,L,114-108,P,6.0,O,213.5,DEN,2020,91,>40,Home
"Oct 24, 2019",vs Atlanta,REG,L,117-100,L,-1.5,U,222.0,DET,2020,2,<=10,Home
"Oct 26, 2019",vs Philadelphia,REG,L,117-111,L,4.0,O,213.5,DET,2020,3,<=10,Home
"Oct 28, 2019",vs Indiana,REG,W,96-94,W,2.0,U,213.0,DET,2020,4,<=10,Home
"Nov 2, 2019",vs Brooklyn,REG,W,113-109,W,4.0,U,222.5,DET,2020,7,<=10,Home
"Nov 6, 2019",vs New York,REG,W,122-102,W,-3.5,O,206.0,DET,2020,9,<=10,Home
"Nov 11, 2019",vs Minnesota,REG,L,120-114,L,-4.0,O,223.5,DET,2020,11,<=25,Home
"Nov 22, 2019",vs Atlanta,REG,W,128-103,W,-6.5,O,227.0,DET,2020,15,<=25,Home
"Nov 25, 2019",vs Orlando,REG,W,103-88,W,-4.5,U,207.5,DET,2020,17,<=25,Home
"Nov 29, 2019",vs Charlotte,REG,L,110-107,L,-8.0,O,213.5,DET,2020,19,<=25,Home
"Dec 1, 2019",vs San Antonio,REG,W,132-98,W,-2.5,O,217.5,DET,2020,20,<=25,Home
"Dec 4, 2019",vs Milwaukee,REG,L,127-103,L,9.0,O,223.0,DET,2020,22,<=25,Home
"Dec 6, 2019",vs Indiana,REG,W,108-101,W,1.5,U,212.0,DET,2020,23,<=25,Home
"Dec 12, 2019",vs Dallas,REG,L,122-111,L,5.5,O,220.5,DET,2020,25,<=25,Home
"Dec 16, 2019",vs Washington,REG,L,133-119,L,-2.5,O,232.0,DET,2020,27,<=40,Home
"Dec 18, 2019",vs Toronto,REG,L,112-99,L,2.0,U,217.5,DET,2020,28,<=40,Home
"Dec 21, 2019",vs Chicago,REG,L,119-107,L,1.5,O,209.0,DET,2020,30,<=40,Home
"Dec 23, 2019",vs Philadelphia,REG,L,125-109,L,6.5,O,215.0,DET,2020,31,<=40,Home
"Dec 26, 2019",vs Washington,REG,W,132-102,W,-6.5,O,228.5,DET,2020,32,<=40,Home
"Jan 9, 2020",vs Cleveland,REG,L,115-112,L,-7.5,O,220.5,DET,2020,39,<=40,Home
"Jan 11, 2020",vs Chicago,REG,L,108-99,L,-3.5,U,216.5,DET,2020,40,<=40,Home
"Jan 13, 2020",vs New Orleans,REG,L,117-110,L,-5.0,O,221.5,DET,2020,41,>40,Home
"Jan 22, 2020",vs Sacramento,REG,W,127-106,W,2.0,O,222.0,DET,2020,45,>40,Home
"Jan 24, 2020",vs Memphis,REG,L,125-112,L,2.0,O,231.5,DET,2020,46,>40,Home
"Jan 25, 2020",vs Brooklyn,REG,L,121-111,L,2.5,O,228.5,DET,2020,47,>40,Home
"Jan 27, 2020",vs Cleveland,REG,L,115-100,L,-6.5,O,214.5,DET,2020,48,>40,Home
"Jan 31, 2020",vs Toronto,REG,L,105-92,L,4.0,U,222.5,DET,2020,50,>40,Home
"Feb 2, 2020",vs Denver,REG,W,128-123,W,2.5,O,211.5,DET,2020,51,>40,Home
"Feb 5, 2020",vs Phoenix,REG,W,116-108,W,3.0,O,217.5,DET,2020,53,>40,Home
"Feb 8, 2020",vs New York,REG,L,95-92,L,1.5,U,211.0,DET,2020,55,>40,Home
"Feb 10, 2020",vs Charlotte,REG,L,87-76,L,-3.5,U,206.5,DET,2020,56,>40,Home
"Feb 20, 2020",vs Milwaukee,REG,L,126-106,L,13.0,O,227.0,DET,2020,58,>40,Home
"Mar 4, 2020",vs Oklahoma City,REG,L,114-107,W,8.5,O,209.0,DET,2020,63,>40,Home
"Mar 7, 2020",vs Utah,REG,L,111-105,W,8.0,O,211.0,DET,2020,64,>40,Home
"Oct 24, 2019",vs LA Clippers,REG,L,141-122,L,1.0,O,228.5,GSW,2020,1,<=10,Home
"Oct 30, 2019",vs Phoenix,REG,L,121-110,L,-5.5,U,231.5,GSW,2020,4,<=10,Home
"Nov 1, 2019",vs San Antonio,REG,L,127-110,L,7.0,O,222.5,GSW,2020,5,<=10,Home
"Nov 2, 2019",vs Charlotte,REG,L,93-87,P,6.0,U,221.0,GSW,2020,6,<=10,Home
"Nov 4, 2019",vs Portland,REG,W,127-118,W,12.0,O,220.0,GSW,2020,7,<=10,Home
"Nov 11, 2019",vs Utah,REG,L,122-108,L,8.0,O,211.0,GSW,2020,11,<=25,Home
"Nov 15, 2019",vs Boston,REG,L,105-100,W,7.0,U,223.0,GSW,2020,13,<=25,Home
"Nov 25, 2019",vs Oklahoma City,REG,L,100-97,W,7.5,U,212.5,GSW,2020,18,<=25,Home
"Nov 27, 2019",vs Chicago,REG,W,104-90,W,2.0,U,215.5,GSW,2020,19,<=25,Home
"Dec 9, 2019",vs Memphis,REG,L,110-102,L,-3.0,U,220.0,GSW,2020,25,<=25,Home
"Dec 11, 2019",vs New York,REG,L,124-122,L,-5.0,O,211.0,GSW,2020,26,<=40,Home
"Dec 15, 2019",vs Sacramento,REG,L,100-79,L,4.5,U,209.5,GSW,2020,28,<=40,Home
"Dec 20, 2019",vs New Orleans,REG,W,106-102,W,2.0,U,221.5,GSW,2020,30,<=40,Home
"Dec 23, 2019",vs Minnesota,REG,W,113-104,W,-1.0,U,222.0,GSW,2020,31,<=40,Home
"Dec 25, 2019",vs Houston,REG,W,116-104,W,11.5,U,229.5,GSW,2020,32,<=40,Home
"Dec 27, 2019",vs Phoenix,REG,W,105-96,W,3.5,U,224.5,GSW,2020,33,<=40,Home
"Dec 28, 2019",vs Dallas,REG,L,141-121,L,10.5,O,217.5,GSW,2020,34,<=40,Home
"Jan 4, 2020",vs Detroit,REG,L,111-104,L,3.0,O,213.5,GSW,2020,37,<=40,Home
"Jan 8, 2020",vs Milwaukee,REG,L,107-98,W,13.5,U,218.0,GSW,2020,39,<=40,Home
"Jan 14, 2020",vs Dallas,REG,L,124-97,L,8.5,U,224.0,GSW,2020,42,>40,Home
"Jan 16, 2020",vs Denver,REG,L,134-131,W,3.5,O,213.0,GSW,2020,43,>40,Home
"Jan 18, 2020",vs Orlando,REG,W,109-95,W,6.0,U,214.0,GSW,2020,44,>40,Home
"Jan 22, 2020",vs Utah,REG,L,129-96,L,9.0,O,220.5,GSW,2020,46,>40,Home
"Jan 24, 2020",vs Indiana,REG,L,129-118,L,6.5,O,215.0,GSW,2020,47,>40,Home
"Feb 8, 2020",vs LA Lakers,REG,L,125-120,W,14.0,O,224.5,GSW,2020,53,>40,Home
"Feb 10, 2020",vs Miami,REG,L,113-101,L,7.0,U,219.5,GSW,2020,54,>40,Home
"Feb 20, 2020",vs Houston,REG,L,135-105,L,10.0,O,233.0,GSW,2020,56,>40,Home
"Feb 23, 2020",vs New Orleans,REG,L,115-101,L,10.0,U,238.5,GSW,2020,57,>40,Home
"Feb 25, 2020",vs Sacramento,REG,L,112-94,L,7.5,U,223.0,GSW,2020,58,>40,Home
"Feb 27, 2020",vs LA Lakers,REG,L,116-86,L,10.5,U,220.0,GSW,2020,59,>40,Home
"Mar 1, 2020",vs Washington,REG,L,124-110,L,7.0,O,233.5,GSW,2020,61,>40,Home
"Mar 5, 2020",vs Toronto,REG,L,121-113,W,9.0,O,228.5,GSW,2020,63,>40,Home
"Mar 7, 2020",vs Philadelphia,REG,W,118-114,W,3.5,O,219.5,GSW,2020,64,>40,Home
"Mar 10, 2020",vs LA Clippers,REG,L,131-107,L,12.5,O,223.0,GSW,2020,65,>40,Home
"Oct 24, 2019",vs Milwaukee,REG,L,117-111,L,-1.5,U,231.0,HOU,2020,1,<=10,Home
"Oct 26, 2019",vs New Orleans,REG,W,126-123,L,-12.0,O,238.5,HOU,2020,2,<=10,Home
"Oct 28, 2019",vs Oklahoma City,REG,W,116-112,L,-10.0,O,227.5,HOU,2020,3,<=10,Home
"Nov 6, 2019",vs Golden State,REG,W,129-112,W,-16.0,O,229.0,HOU,2020,8,<=10,Home
"Nov 13, 2019",vs LA Clippers,REG,W,102-93,W,-2.5,U,233.0,HOU,2020,11,<=25,Home
"Nov 15, 2019",vs Indiana,REG,W,111-102,W,-6.0,U,226.0,HOU,2020,12,<=25,Home
"Nov 18, 2019",vs Portland,REG,W,132-108,W,-7.5,O,231.0,HOU,2020,14,<=25,Home
"Nov 24, 2019",vs Dallas,REG,L,137-123,L,-5.5,O,230.0,HOU,2020,17,<=25,Home
"Nov 27, 2019",vs Miami,REG,W,117-108,W,-7.0,U,227.0,HOU,2020,18,<=25,Home
"Nov 30, 2019",vs Atlanta,REG,W,158-111,W,-14.0,O,238.5,HOU,2020,19,<=25,Home
"Dec 7, 2019",vs Phoenix,REG,W,115-109,L,-11.5,U,240.5,HOU,2020,22,<=25,Home
"Dec 9, 2019",vs Sacramento,REG,L,119-118,L,-12.0,O,225.5,HOU,2020,23,<=25,Home
"Dec 14, 2019",vs Detroit,REG,L,115-107,L,-7.5,U,226.0,HOU,2020,26,<=40,Home
"Dec 16, 2019",vs San Antonio,REG,W,109-107,L,-10.0,U,233.0,HOU,2020,27,<=40,Home
"Dec 28, 2019",vs Brooklyn,REG,W,108-98,W,-9.0,U,234.5,HOU,2020,32,<=40,Home
"Dec 31, 2019",vs Denver,REG,W,130-104,W,-6.0,O,225.0,HOU,2020,34,<=40,Home
"Jan 3, 2020",vs Philadelphia,REG,W,118-108,W,-4.5,U,228.0,HOU,2020,35,<=40,Home
"Jan 11, 2020",vs Minnesota,REG,W,139-109,W,-10.0,O,232.0,HOU,2020,38,<=40,Home
"Jan 15, 2020",vs Portland,REG,L,117-107,L,-8.5,U,236.5,HOU,2020,40,<=40,Home
"Jan 18, 2020",vs LA Lakers,REG,L,124-115,L,-3.5,O,235.5,HOU,2020,41,>40,Home
"Jan 20, 2020",vs Oklahoma City,REG,L,112-107,L,-7.5,U,230.5,HOU,2020,42,>40,Home
"Jan 22, 2020",vs Denver,REG,W,121-105,W,-10.0,U,227.0,HOU,2020,43,>40,Home
"Jan 31, 2020",vs Dallas,REG,W,128-121,L,-8.0,O,237.0,HOU,2020,48,>40,Home
"Feb 2, 2020",vs New Orleans,REG,W,117-109,W,-5.0,U,251.0,HOU,2020,49,>40,Home
"Feb 4, 2020",vs Charlotte,REG,W,125-110,W,-13.0,O,223.5,HOU,2020,50,>40,Home
"Feb 9, 2020",vs Utah,REG,L,114-113,L,-2.5,U,234.0,HOU,2020,53,>40,Home
"Feb 11, 2020",vs Boston,REG,W,116-105,W,-2.5,U,233.0,HOU,2020,54,>40,Home
"Feb 24, 2020",vs New York,REG,W,123-112,L,-12.0,O,225.5,HOU,2020,57,>40,Home
"Feb 26, 2020",vs Memphis,REG,W,140-112,W,-12.0,O,237.5,HOU,2020,58,>40,Home
"Mar 5, 2020",vs LA Clippers,REG,L,120-105,L,1.0,U,236.5,HOU,2020,61,>40,Home
"Mar 8, 2020",vs Orlando,REG,L,126-106,L,-8.0,O,229.0,HOU,2020,63,>40,Home
"Mar 10, 2020",vs Minnesota,REG,W,117-111,L,-12.5,U,249.5,HOU,2020,64,>40,Home
"Aug 2, 2020",vs Milwaukee,REG,W,120-116,W,5.0,U,244.0,HOU,2020,66,>40,Home
"Aug 6, 2020",vs LA Lakers,REG,W,113-97,W,-3.5,U,228.0,HOU,2020,68,>40,Home
"Aug 12, 2020",vs Indiana,REG,L,108-104,L,-6.5,U,232.0,HOU,2020,71,>40,Home
"Aug 14, 2020",vs Philadelphia,REG,L,134-96,L,-2.5,U,231.5,HOU,2020,72,>40,Home
"Aug 18, 2020",vs Oklahoma City,PST,W,123-108,W,1.0,O,225.5,HOU,2020,73,>40,Home
"Aug 20, 2020",vs Oklahoma City,PST,W,111-98,W,-2.0,U,226.5,HOU,2020,74,>40,Home
"Aug 29, 2020",vs Oklahoma City,PST,W,114-80,W,-5.0,U,228.5,HOU,2020,77,>40,Home
"Sep 2, 2020",vs Oklahoma City,PST,W,104-102,L,-5.0,U,217.0,HOU,2020,79,>40,Home
"Sep 8, 2020",vs LA Lakers,PST,L,112-102,L,4.0,U,222.0,HOU,2020,82,>40,Home
"Sep 10, 2020",vs LA Lakers,PST,L,110-100,L,5.5,U,218.5,HOU,2020,83,>40,Home
"Oct 23, 2019",vs Detroit,REG,L,119-110,L,-7.5,O,211.0,IND,2020,1,<=10,Home
"Nov 1, 2019",vs Cleveland,REG,W,102-95,P,-7.0,U,215.0,IND,2020,5,<=10,Home
"Nov 3, 2019",vs Chicago,REG,W,108-95,W,-2.0,U,217.0,IND,2020,6,<=10,Home
"Nov 6, 2019",vs Washington,REG,W,121-106,W,-3.0,P,227.0,IND,2020,8,<=10,Home
"Nov 8, 2019",vs Detroit,REG,W,112-106,P,-6.0,O,210.0,IND,2020,9,<=10,Home
"Nov 12, 2019",vs Oklahoma City,REG,W,111-85,W,-1.5,U,212.5,IND,2020,11,<=25,Home
"Nov 16, 2019",vs Milwaukee,REG,L,102-83,L,7.5,U,220.5,IND,2020,13,<=25,Home
"Nov 23, 2019",vs Orlando,REG,W,111-106,L,-6.5,O,201.0,IND,2020,15,<=25,Home
"Nov 25, 2019",vs Memphis,REG,W,126-114,W,-10.0,O,217.0,IND,2020,16,<=25,Home
"Nov 27, 2019",vs Utah,REG,W,121-102,W,-1.0,O,208.0,IND,2020,17,<=25,Home
"Nov 29, 2019",vs Atlanta,REG,W,105-104,L,-11.0,U,223.5,IND,2020,18,<=25,Home
"Dec 9, 2019",vs LA Clippers,REG,L,110-99,L,-3.0,U,217.0,IND,2020,24,<=25,Home
"Dec 11, 2019",vs Boston,REG,W,122-117,W,-1.5,O,211.0,IND,2020,25,<=25,Home
"Dec 15, 2019",vs Charlotte,REG,W,107-85,W,-11.5,U,210.0,IND,2020,27,<=40,Home
"Dec 17, 2019",vs LA Lakers,REG,W,105-102,W,1.0,U,212.0,IND,2020,28,<=40,Home
"Dec 20, 2019",vs Sacramento,REG,W,119-105,W,-5.0,O,209.5,IND,2020,29,<=40,Home
"Dec 23, 2019",vs Toronto,REG,W,120-115,L,-5.5,O,210.0,IND,2020,31,<=40,Home
"Dec 31, 2019",vs Philadelphia,REG,W,115-97,W,-3.5,U,212.5,IND,2020,34,<=40,Home
"Jan 2, 2020",vs Denver,REG,L,124-116,L,1.0,O,208.5,IND,2020,35,<=40,Home
"Jan 8, 2020",vs Miami,REG,L,122-108,L,-1.0,O,210.0,IND,2020,38,<=40,Home
"Jan 13, 2020",vs Philadelphia,REG,W,101-95,W,-3.5,U,215.0,IND,2020,40,<=40,Home
"Jan 17, 2020",vs Minnesota,REG,W,116-114,L,-7.0,O,217.5,IND,2020,42,>40,Home
"Jan 29, 2020",vs Chicago,REG,W,115-106,W,-8.5,O,215.0,IND,2020,48,>40,Home
"Feb 1, 2020",vs New York,REG,L,92-85,L,-11.0,U,212.5,IND,2020,49,>40,Home
"Feb 3, 2020",vs Dallas,REG,L,112-103,L,-5.5,O,213.0,IND,2020,50,>40,Home
"Feb 7, 2020",vs Toronto,REG,L,115-106,L,-1.0,O,218.0,IND,2020,52,>40,Home
"Feb 8, 2020",vs New Orleans,REG,L,124-117,L,-5.5,O,224.0,IND,2020,53,>40,Home
"Feb 10, 2020",vs Brooklyn,REG,L,106-105,L,-6.5,U,217.0,IND,2020,54,>40,Home
"Feb 12, 2020",vs Milwaukee,REG,W,118-111,W,-1.5,O,222.5,IND,2020,55,>40,Home
