Date,Opponent,Game,Result,Score,ATS,Spread,OU,Total,Team,Season,GameNum,GameNumBand,HorA
"Mar 13, 2018",vs Detroit,REG,W,110-79,W,-8.5,U,195.5,UTA,2018,68,>40,Home
"Mar 15, 2018",vs Phoenix,REG,W,116-88,W,-14.0,U,214.5,UTA,2018,69,>40,Home
"Mar 17, 2018",vs Sacramento,REG,W,103-97,L,-15.5,O,197.0,UTA,2018,70,>40,Home
"Mar 20, 2018",vs Atlanta,REG,L,99-94,L,-14.0,U,207.5,UTA,2018,71,>40,Home
"Mar 28, 2018",vs Boston,REG,L,97-94,L,-10.5,U,193.5,UTA,2018,75,>40,Home
"Mar 30, 2018",vs Memphis,REG,W,107-97,L,-14.5,O,197.0,UTA,2018,76,>40,Home
"Apr 3, 2018",vs LA Lakers,REG,W,117-110,L,-11.0,O,209.5,UTA,2018,78,>40,Home
"Apr 5, 2018",vs LA Clippers,REG,W,117-95,W,-7.5,O,211.5,UTA,2018,79,>40,Home
"Apr 10, 2018",vs Golden State,REG,W,119-79,W,-8.0,U,211.0,UTA,2018,81,>40,Home
"Apr 21, 2018",vs Oklahoma City,PST,W,115-102,W,-5.0,O,209.0,UTA,2018,85,>40,Home
"Apr 23, 2018",vs Oklahoma City,PST,W,113-96,W,-5.0,O,208.0,UTA,2018,86,>40,Home
"Apr 27, 2018",vs Oklahoma City,PST,W,96-91,L,-7.0,U,207.0,UTA,2018,88,>40,Home
"May 4, 2018",vs Houston,PST,L,113-92,L,4.5,U,209.5,UTA,2018,91,>40,Home
"May 6, 2018",vs Houston,PST,L,100-87,L,6.0,U,210.5,UTA,2018,92,>40,Home
"Oct 18, 2017",vs Philadelphia,REG,W,120-115,L,-6.5,O,217.5,WAS,2018,1,<=10,Home
"Oct 20, 2017",vs Detroit,REG,W,115-111,L,-7.0,O,211.5,WAS,2018,2,<=10,Home
"Nov 1, 2017",vs Phoenix,REG,L,122-116,L,-11.0,O,228.0,WAS,2018,7,<=10,Home
"Nov 3, 2017",vs Cleveland,REG,L,130-122,L,-3.5,O,225.0,WAS,2018,8,<=10,Home
"Nov 7, 2017",vs Dallas,REG,L,113-99,L,-10.0,U,213.5,WAS,2018,10,<=10,Home
"Nov 9, 2017",vs LA Lakers,REG,W,111-95,W,-10.0,U,223.0,WAS,2018,11,<=25,Home
"Nov 11, 2017",vs Atlanta,REG,W,113-94,W,-10.0,U,216.5,WAS,2018,12,<=25,Home
"Nov 13, 2017",vs Sacramento,REG,W,110-92,W,-11.0,U,208.0,WAS,2018,13,<=25,Home
"Nov 17, 2017",vs Miami,REG,L,91-88,L,-4.5,U,205.5,WAS,2018,15,<=25,Home
"Nov 25, 2017",vs Portland,REG,L,108-105,L,-4.5,O,202.0,WAS,2018,19,<=25,Home
"Dec 1, 2017",vs Detroit,REG,W,109-91,W,1.0,U,203.5,WAS,2018,22,<=25,Home
"Dec 13, 2017",vs Memphis,REG,W,93-87,L,-7.5,U,199.5,WAS,2018,28,<=40,Home
"Dec 15, 2017",vs LA Clippers,REG,W,100-91,L,-10.5,U,209.0,WAS,2018,29,<=40,Home
"Dec 17, 2017",vs Cleveland,REG,L,106-99,L,-2.5,U,215.0,WAS,2018,30,<=40,Home
"Dec 19, 2017",vs New Orleans,REG,W,116-106,W,-2.0,O,216.5,WAS,2018,31,<=40,Home
"Dec 23, 2017",vs Orlando,REG,W,130-103,W,-12.0,O,211.5,WAS,2018,33,<=40,Home
"Dec 29, 2017",vs Houston,REG,W,121-103,W,1.5,U,224.5,WAS,2018,36,<=40,Home
"Dec 31, 2017",vs Chicago,REG,W,114-110,L,-8.0,O,211.0,WAS,2018,37,<=40,Home
"Jan 3, 2018",vs New York,REG,W,121-103,W,-9.5,O,213.0,WAS,2018,38,<=40,Home
"Jan 6, 2018",vs Milwaukee,REG,L,110-103,L,-3.0,P,213.0,WAS,2018,40,<=40,Home
"Jan 10, 2018",vs Utah,REG,L,107-104,L,-8.0,O,208.5,WAS,2018,41,>40,Home
"Jan 12, 2018",vs Orlando,REG,W,125-119,L,-11.0,O,218.0,WAS,2018,42,>40,Home
"Jan 13, 2018",vs Brooklyn,REG,W,119-113,L,-9.5,O,215.5,WAS,2018,43,>40,Home
"Jan 15, 2018",vs Milwaukee,REG,L,104-95,L,-5.0,U,213.5,WAS,2018,44,>40,Home
"Jan 30, 2018",vs Oklahoma City,REG,W,102-96,W,3.5,U,216.0,WAS,2018,50,>40,Home
"Feb 1, 2018",vs Toronto,REG,W,122-119,W,4.0,O,213.5,WAS,2018,51,>40,Home
"Feb 8, 2018",vs Boston,REG,L,110-104,L,2.0,O,204.0,WAS,2018,55,>40,Home
"Feb 23, 2018",vs Charlotte,REG,L,122-105,L,-3.5,O,210.5,WAS,2018,59,>40,Home
"Feb 25, 2018",vs Philadelphia,REG,W,109-94,W,-1.5,U,214.5,WAS,2018,60,>40,Home
"Feb 28, 2018",vs Golden State,REG,L,109-101,W,8.5,U,227.0,WAS,2018,62,>40,Home
"Mar 2, 2018",vs Toronto,REG,L,102-95,L,3.5,U,216.5,WAS,2018,63,>40,Home
"Mar 4, 2018",vs Indiana,REG,L,98-95,L,-4.0,U,211.5,WAS,2018,64,>40,Home
"Mar 6, 2018",vs Miami,REG,W,117-113,P,-4.0,O,205.0,WAS,2018,65,>40,Home
"Mar 13, 2018",vs Minnesota,REG,L,116-111,L,-3.5,O,218.5,WAS,2018,68,>40,Home
"Mar 17, 2018",vs Indiana,REG,W,109-102,W,-4.5,O,210.5,WAS,2018,70,>40,Home
"Mar 23, 2018",vs Denver,REG,L,108-100,L,-1.5,U,217.5,WAS,2018,72,>40,Home
"Mar 25, 2018",vs New York,REG,L,101-97,L,-10.5,U,217.0,WAS,2018,73,>40,Home
"Mar 27, 2018",vs San Antonio,REG,W,116-106,W,2.0,O,202.0,WAS,2018,74,>40,Home
"Mar 31, 2018",vs Charlotte,REG,W,107-93,W,-6.5,U,219.5,WAS,2018,76,>40,Home
"Apr 6, 2018",vs Atlanta,REG,L,103-97,L,-10.5,U,210.0,WAS,2018,80,>40,Home
"Apr 10, 2018",vs Boston,REG,W,113-101,W,-7.5,O,204.5,WAS,2018,81,>40,Home
"Apr 20, 2018",vs Toronto,PST,W,122-103,W,-1.0,O,217.5,WAS,2018,85,>40,Home
"Apr 22, 2018",vs Toronto,PST,W,106-98,W,1.5,U,217.0,WAS,2018,86,>40,Home
"Apr 27, 2018",vs Toronto,PST,L,102-92,L,2.0,U,214.5,WAS,2018,88,>40,Home
"Oct 24, 2018",vs Dallas,REG,W,111-104,W,2.0,U,235.5,ATL,2019,4,<=10,Home
"Oct 27, 2018",vs Chicago,REG,L,97-85,L,-6.0,U,232.5,ATL,2019,5,<=10,Home
"Nov 1, 2018",vs Sacramento,REG,L,146-115,L,2.0,O,233.5,ATL,2019,8,<=10,Home
"Nov 3, 2018",vs Miami,REG,W,123-118,W,5.5,O,225.5,ATL,2019,9,<=10,Home
"Nov 7, 2018",vs New York,REG,L,112-107,L,1.5,U,225.0,ATL,2019,11,<=25,Home
"Nov 9, 2018",vs Detroit,REG,L,124-109,L,5.5,O,227.5,ATL,2019,12,<=25,Home
"Nov 19, 2018",vs LA Clippers,REG,L,127-119,L,6.5,O,232.5,ATL,2019,17,<=25,Home
"Nov 21, 2018",vs Toronto,REG,L,124-108,L,8.0,O,225.5,ATL,2019,18,<=25,Home
"Nov 23, 2018",vs Boston,REG,L,114-96,L,8.0,U,223.5,ATL,2019,19,<=25,Home
"Nov 25, 2018",vs Charlotte,REG,W,124-123,W,6.5,O,228.5,ATL,2019,20,<=25,Home
"Dec 3, 2018",vs Golden State,REG,L,128-111,L,10.5,O,235.5,ATL,2019,24,<=25,Home
"Dec 5, 2018",vs Washington,REG,L,131-117,L,3.5,O,228.5,ATL,2019,25,<=25,Home
"Dec 8, 2018",vs Denver,REG,W,106-98,W,5.5,U,224.5,ATL,2019,26,<=40,Home
"Dec 18, 2018",vs Washington,REG,W,118-110,W,3.0,U,238.0,ATL,2019,30,<=40,Home
"Dec 26, 2018",vs Indiana,REG,L,129-121,L,6.5,O,219.5,ATL,2019,33,<=40,Home
"Dec 29, 2018",vs Cleveland,REG,W,111-108,L,-4.0,U,219.5,ATL,2019,35,<=40,Home
"Jan 6, 2019",vs Miami,REG,W,106-82,W,6.5,U,218.5,ATL,2019,39,<=40,Home
"Jan 13, 2019",vs Milwaukee,REG,L,133-114,L,9.5,O,232.0,ATL,2019,43,>40,Home
"Jan 15, 2019",vs Oklahoma City,REG,W,142-126,W,10.0,O,234.5,ATL,2019,44,>40,Home
"Jan 19, 2019",vs Boston,REG,L,113-105,L,6.5,U,226.0,ATL,2019,45,>40,Home
"Jan 21, 2019",vs Orlando,REG,L,122-103,L,-2.0,O,222.0,ATL,2019,46,>40,Home
"Feb 7, 2019",vs Toronto,REG,L,119-101,L,6.5,U,232.5,ATL,2019,54,>40,Home
